24,25,32,33,36,37,66,68,80,90,91,98,99,102,103,y
5,2,22,11,149,78,2,2,365859.88,5,2,22,13,147,86,0
5,2,22,13,151,90,9,6,14.1,5,2,22,13,151,90,0
5,2,22,11,147,75,3,1,19.95,5,2,22,11,147,78,0
5,2,22,12,151,89,5,4,10747.96,5,2,22,11,152,79,0
5,2,21,12,140,79,3,3,9996.93,5,2,21,9,139,57,0
5,2,22,13,152,91,13,10,12.7,5,2,22,12,152,90,0
5,2,22,10,151,75,2,1,358.06,5,2,22,13,152,91,0
5,2,22,11,151,82,3,3,880.03,5,2,22,11,151,81,0
5,2,21,11,143,75,3,3,3093.25,5,2,21,11,140,73,0
5,2,22,12,151,88,4,4,403.52,5,2,22,11,151,76,0
5,2,22,12,148,84,10,8,461.73,5,2,22,12,147,80,0
5,2,22,10,151,71,3,2,1033.0,5,2,22,11,147,72,0
5,2,18,7,123,49,2,2,0.75,4,0,17,3,116,22,0
5,2,22,13,152,91,4,4,2208.61,5,2,20,10,138,75,0
5,2,22,8,152,61,4,4,51.04,5,2,22,8,152,61,0
5,2,22,10,152,71,3,4,36.03,5,2,22,10,150,69,0
5,2,22,13,152,91,6,4,4584.56,5,2,22,11,148,77,0
5,2,21,10,144,69,6,4,19.03,5,2,21,10,143,68,0
5,2,21,11,140,77,4,4,312904.99,5,2,20,11,137,76,0
5,2,22,12,152,90,4,4,3764.56,5,2,21,10,145,75,0
5,2,21,11,144,80,8,5,40.39,5,2,22,11,151,76,0
5,2,22,12,150,87,3,2,220.7,5,2,22,13,152,91,0
5,2,22,13,151,90,4,4,520.48,5,2,22,12,150,87,0
5,2,22,12,152,90,10,10,148.06,5,2,22,12,152,85,0
5,2,22,12,150,87,7,6,1857.56,5,2,22,12,150,87,0
5,2,22,13,148,87,3,2,107.6,5,2,22,12,148,81,0
5,2,22,12,152,90,7,6,375.8,5,2,22,12,150,84,0
5,2,22,13,151,90,5,5,34586.85,5,2,20,9,136,61,0
5,2,22,13,152,91,2,2,666.93,5,2,22,9,152,63,0
5,2,22,13,152,91,18,12,188.83,5,2,22,12,152,88,0
5,2,20,10,137,75,4,4,359.11,5,2,19,8,131,61,0
5,2,22,13,148,87,3,3,171.71,5,2,21,11,139,75,0
5,2,22,13,152,91,5,3,56312.55,5,2,21,11,142,77,0
5,2,22,12,149,81,11,7,21.74,5,2,22,12,149,81,0
5,2,22,12,148,83,5,3,8999.0,5,2,22,11,147,76,0
5,2,22,13,152,91,8,3,11.58,5,2,22,13,152,91,0
5,2,22,13,147,86,6,4,216.61,5,2,21,11,143,81,0
5,2,22,13,151,90,4,4,13777.91,5,2,21,11,145,78,0
5,2,22,13,150,89,11,4,138.36,5,2,22,12,149,87,0
5,2,22,13,147,86,5,4,2083.04,5,2,22,13,151,90,0
5,2,21,11,142,80,6,4,4769.73,5,2,20,10,132,66,0
5,2,20,9,133,59,4,4,15554.81,5,2,20,10,133,70,0
5,2,22,12,152,89,6,6,12.02,5,2,22,12,149,87,0
5,2,21,10,145,76,5,3,2452.47,5,2,21,9,143,61,0
5,2,21,11,143,81,7,4,281.47,5,2,22,12,146,82,0
5,2,20,10,137,69,3,3,2437.13,5,2,20,10,137,70,0
5,2,22,13,152,91,6,3,451.68,5,2,22,12,151,87,0
5,2,22,13,146,85,3,3,3248.26,3,0,13,2,87,16,0
5,2,22,13,152,91,4,4,112.58,5,2,22,12,152,90,0
5,2,21,10,144,75,7,5,20.0,5,2,21,10,144,75,0
5,2,21,11,142,75,6,7,4542.28,5,2,22,12,150,88,0
5,2,22,13,150,89,12,8,4977.88,5,2,22,12,152,85,0
5,2,22,13,150,89,6,3,2073.38,5,2,22,12,152,88,0
5,2,22,13,150,89,7,7,234.59,5,2,22,11,147,76,0
5,2,22,12,152,87,3,3,2424.15,5,2,20,9,136,61,0
5,2,22,12,152,90,3,2,1514.3,5,2,22,12,152,90,0
5,2,22,13,152,91,15,11,1218.05,5,2,22,13,152,91,0
5,2,21,11,141,79,1,1,861.15,4,1,16,6,107,45,0
5,2,22,13,149,88,4,4,376.58,5,2,22,13,152,91,0
5,2,22,12,151,89,9,7,2.44,5,2,22,12,151,89,0
5,1,22,8,150,54,2,3,3127.66,5,1,21,7,145,49,0
5,2,22,13,149,88,6,6,885.53,5,2,21,11,145,83,0
5,2,19,7,130,50,1,1,8045.47,5,2,22,11,146,76,0
5,2,20,10,133,65,4,4,152150.87,5,2,22,11,146,76,0
5,2,22,12,152,90,4,3,9806.32,5,2,22,12,146,84,0
5,2,22,13,152,91,23,10,99.38,5,2,22,13,148,87,0
5,2,22,10,152,76,7,5,60.0,5,2,22,10,148,72,0
5,2,22,12,150,83,4,2,47.73,5,2,22,12,148,81,0
5,2,21,11,145,78,2,2,20163.18,5,2,20,10,136,68,0
5,2,22,13,151,90,2,2,130026.59,4,1,15,4,97,23,0
5,2,22,12,152,90,41,21,6.84,5,2,22,12,150,88,0
5,2,22,13,146,85,7,4,2032.74,5,2,21,10,144,71,0
5,2,21,11,143,76,1,1,7701.35,5,2,20,9,136,61,0
5,2,19,9,127,65,4,2,219.9,5,2,19,9,127,65,0
5,2,22,12,152,90,8,7,152483.51,5,2,22,12,152,90,0
5,2,20,9,136,66,7,4,103.16,5,2,20,9,136,64,0
5,2,22,13,149,88,1,1,6856.65,5,2,20,7,138,54,0
5,2,22,11,150,75,5,5,9163.95,5,2,22,12,150,82,0
5,2,22,12,149,86,5,5,598.38,5,2,22,12,151,88,0
5,2,21,10,141,66,3,3,1129.81,5,2,21,10,141,66,0
5,2,22,12,151,86,2,1,1000.0,5,1,21,4,144,33,0
5,2,22,12,152,88,10,4,4.95,5,2,22,12,152,88,0
5,2,22,13,149,88,10,7,211.17,5,2,19,10,131,70,0
5,2,22,13,146,85,1,1,600.0,5,2,22,13,146,85,0
5,2,22,12,152,88,10,7,20.51,5,2,22,12,152,88,0
5,2,22,10,150,68,2,2,10038.4,5,2,22,10,150,68,0
5,2,19,7,130,52,5,3,659.33,5,2,19,8,129,55,0
5,2,22,13,152,91,4,3,49.92,5,2,20,9,133,60,0
5,2,22,13,152,91,2,2,13524.44,5,2,20,9,136,61,0
5,2,22,12,146,82,6,5,136.71,5,2,22,12,146,82,0
5,2,22,13,152,91,4,3,283.33,5,2,22,12,151,87,0
5,2,22,13,151,90,2,2,5163.48,5,2,22,10,147,68,0
4,1,17,7,112,47,2,2,117.59,4,1,17,5,112,31,0
5,2,21,11,145,81,5,5,1277.76,5,2,21,11,145,77,0
5,2,22,13,150,89,16,9,607.67,5,2,22,11,151,81,0
5,2,20,10,136,73,2,2,2105.63,5,1,22,7,148,50,0
5,2,22,12,151,83,5,5,126.66,5,2,22,12,146,78,0
5,2,22,12,147,85,12,6,0.17,5,2,22,11,147,75,0
5,2,22,12,152,89,5,4,32.25,5,2,20,9,136,61,0
5,2,22,13,152,91,14,10,139.13,5,2,22,12,146,84,0
5,2,22,12,152,85,3,3,9330.56,5,1,21,5,140,34,0
5,2,22,12,151,89,5,5,152.13,5,2,22,12,150,88,0
4,1,18,7,121,51,9,7,7418.83,4,1,18,7,119,49,0
5,2,22,13,147,86,4,3,204.94,5,2,20,9,136,62,0
5,2,22,13,152,91,5,3,29.28,5,2,22,13,148,87,0
5,2,21,11,143,80,6,5,2562.42,5,2,22,11,151,78,0
5,2,22,12,152,84,3,3,641.31,5,2,22,11,152,79,0
5,2,22,12,146,79,5,4,113.47,5,2,21,11,144,76,0
5,2,22,13,150,89,7,5,154329.86,5,2,19,10,129,68,0
5,2,21,10,144,69,4,4,1062.44,5,2,21,7,144,53,0
5,2,22,12,151,89,4,3,38852.83,5,2,22,11,151,81,0
5,2,21,11,144,82,3,3,335.98,5,2,21,12,143,82,0
5,2,22,13,150,89,2,1,628.57,5,2,22,13,152,91,0
5,2,22,11,152,82,4,3,300.0,5,2,22,9,151,62,0
5,2,22,11,150,77,5,4,3083.45,5,2,22,10,147,66,0
5,2,22,12,150,85,10,5,549.91,5,2,22,12,150,84,0
5,2,22,12,152,88,17,6,137.44,5,2,22,13,152,91,0
5,2,22,13,146,85,6,6,225.95,5,2,21,11,145,82,0
5,2,22,12,151,89,10,8,25.48,5,2,22,12,151,89,0
5,2,22,13,152,91,9,9,1616.3,5,2,22,11,152,80,0
5,2,22,10,152,71,2,2,10.0,5,2,22,10,150,69,0
5,2,22,12,151,87,6,5,1556.72,5,2,22,12,149,86,0
5,2,21,12,139,78,3,2,1459.13,5,2,22,12,152,90,0
5,2,22,12,147,82,4,4,15008.7,5,2,20,10,136,71,0
5,2,22,13,148,87,3,2,2356.02,5,2,22,13,152,91,0
5,2,21,11,141,75,1,1,1568.4,4,1,17,6,111,41,0
5,2,22,12,151,88,4,4,773.19,5,2,22,13,151,90,0
5,2,22,12,152,90,7,11,0.01,5,2,22,12,152,90,0
5,2,22,13,152,91,7,5,4376.13,5,2,22,12,146,81,0
5,2,22,13,152,91,8,5,966.58,5,2,22,12,151,86,0
5,2,22,13,151,90,6,5,3885.39,5,2,22,12,151,89,0
5,2,22,12,151,89,4,4,3730.38,5,2,22,13,151,90,0
5,2,20,9,136,61,4,3,7320.8,5,2,22,12,147,84,0
5,2,22,13,150,89,9,8,845.41,5,2,21,10,144,73,0
5,2,22,12,149,84,5,5,0.01,5,2,22,12,148,83,0
5,2,22,10,152,74,7,6,117.81,5,2,21,9,145,69,0
5,2,22,12,152,85,3,3,108.36,5,1,22,5,147,31,0
5,2,22,13,150,89,7,4,24.21,5,2,22,13,147,86,0
5,2,22,13,151,90,9,5,15130.18,5,2,22,10,148,69,0
5,2,22,12,152,90,8,7,91.98,5,2,22,12,152,89,0
5,2,22,13,150,89,5,3,70.43,5,2,22,13,148,87,0
5,2,22,13,151,90,9,8,249.23,5,2,22,13,152,91,0
5,2,21,10,140,69,4,4,1545.17,5,2,21,11,140,73,0
5,2,22,12,152,90,6,5,971.83,5,2,22,12,151,84,0
5,2,21,9,141,64,3,3,10025.5,4,0,16,2,110,18,0
5,2,22,11,151,79,6,3,1475.72,5,2,22,12,146,84,0
5,2,22,12,152,90,5,4,143.13,5,2,21,11,140,78,0
5,2,21,10,145,76,8,7,175.67,5,2,22,12,151,83,0
5,2,22,12,152,89,2,2,14632.88,5,2,21,11,139,76,0
5,2,21,11,142,78,5,5,11.8,5,2,21,11,142,75,0
5,2,20,10,138,72,2,2,332.47,5,2,18,9,122,61,0
5,2,22,13,152,91,6,3,8593.72,5,2,21,12,144,83,0
5,2,22,13,150,89,3,2,12.74,5,2,22,12,152,86,0
5,2,22,12,152,90,5,4,2.52,5,2,22,13,152,91,0
5,2,22,13,150,89,6,5,40965.25,5,2,21,11,143,78,0
5,2,22,12,148,86,4,4,209.94,5,2,19,9,128,66,0
5,2,21,12,143,82,1,1,212804.95,5,2,20,9,136,61,0
5,2,22,12,149,87,7,6,22120.06,5,2,22,12,151,89,0
5,2,22,13,152,91,15,5,13.19,5,2,22,12,148,86,0
5,2,21,10,139,69,4,5,162211.7,5,2,18,9,122,61,0
5,2,22,12,152,87,7,6,210.23,5,2,22,11,149,79,0
5,2,22,13,152,91,8,4,1261.39,5,2,22,12,151,85,0
5,2,22,12,147,85,4,4,10000.0,5,2,22,13,152,91,0
5,2,22,12,150,88,6,5,30.81,5,2,22,12,147,85,0
5,2,19,10,125,64,13,13,159.44,5,2,19,10,125,64,0
5,2,19,9,129,61,3,2,2200.0,5,2,19,9,129,61,0
5,2,21,11,142,77,2,1,378.17,5,2,22,13,152,91,0
5,2,22,9,152,66,5,5,117.8,5,2,22,9,150,65,0
5,2,22,12,149,86,10,6,245.22,5,2,22,12,146,83,0
5,1,22,8,152,60,5,5,3008.72,5,2,22,8,152,61,0
5,2,22,12,150,88,6,4,1990.43,5,2,22,12,152,90,0
5,2,21,12,143,82,4,4,659.86,5,2,21,11,143,76,0
5,2,22,12,152,89,6,6,176.27,5,2,22,11,152,83,0
5,2,22,11,152,82,7,5,12313.41,5,2,22,13,152,91,0
5,2,22,9,148,64,2,2,7242.24,5,2,21,8,145,61,0
5,2,21,12,140,79,7,6,327.0,5,2,22,13,148,87,0
5,2,22,12,146,81,2,2,8849.07,5,2,22,13,147,86,0
5,2,21,10,140,65,1,1,10067.77,5,2,19,9,129,61,0
5,2,21,9,142,62,11,9,123.15,4,1,14,2,94,14,0
5,2,22,13,152,91,3,4,5001.14,5,2,22,13,152,91,0
5,2,22,13,152,91,6,3,236.72,5,2,22,12,151,89,0
5,2,21,10,145,76,3,3,202052.75,5,2,22,12,152,85,0
5,2,22,10,150,73,7,6,404.33,5,2,22,10,150,73,0
5,2,22,12,152,90,3,3,202.04,5,2,21,10,144,74,0
5,2,21,12,145,84,3,3,224.84,5,2,21,11,145,80,0
5,2,22,13,151,90,3,3,3482.95,5,2,19,9,129,67,0
5,2,22,13,151,90,3,3,41.56,5,2,22,13,151,90,0
5,2,22,13,152,91,9,5,245.31,5,2,22,11,146,76,0
5,2,22,13,152,91,8,7,25.2,5,2,22,12,146,81,0
5,2,21,12,143,82,4,3,4.81,5,2,21,12,141,80,0
5,2,22,12,152,90,10,8,105.14,5,2,20,10,136,74,0
5,2,21,12,142,81,5,4,343.03,5,2,21,11,139,75,0
5,2,22,11,150,81,3,3,1445.28,5,1,20,5,132,29,0
5,2,20,10,132,67,2,2,55023.65,5,2,18,9,123,62,0
5,2,21,11,144,82,6,5,405.51,5,2,21,11,144,82,0
5,2,22,13,148,87,7,4,19364.34,5,2,21,11,140,76,0
5,2,21,11,141,74,2,2,37.91,5,2,21,11,141,74,0
5,2,22,12,152,88,3,3,121.41,5,2,22,10,146,66,0
5,2,22,13,151,90,11,8,3911.76,5,2,21,12,145,84,0
5,2,22,11,152,80,5,3,3411.14,5,2,22,12,151,86,0
5,2,22,12,152,90,13,9,96.4,5,2,22,12,152,84,0
5,0,22,1,152,11,2,2,0.12,5,0,22,1,152,12,0
5,2,22,12,150,83,4,3,593.66,5,2,21,11,139,72,0
5,2,22,10,152,76,6,4,3.28,5,2,21,9,144,68,0
5,2,22,12,152,88,53,15,557.88,5,2,22,11,152,78,0
5,2,22,13,152,91,2,2,8667.84,5,1,22,6,147,42,0
5,2,21,12,145,84,5,5,7148.76,5,1,22,4,151,30,0
5,2,22,11,151,82,1,1,10657.68,5,2,22,9,146,62,0
5,2,22,12,152,89,4,4,401.83,5,2,20,8,137,61,0
5,2,22,13,152,91,11,9,170.74,5,2,22,13,152,91,0
5,2,22,13,152,91,3,3,100.94,5,2,22,11,152,83,0
5,2,22,13,151,90,32,16,2029.95,5,2,22,13,151,90,0
5,2,21,10,141,72,3,4,51.25,5,2,21,10,141,72,0
5,2,21,12,145,84,10,6,14.51,5,2,21,12,145,84,0
5,2,20,10,133,65,3,3,53783.15,5,2,22,12,151,83,0
5,2,21,11,141,75,12,10,50.43,5,2,21,11,141,77,0
5,2,22,12,149,85,7,6,175.34,5,2,22,12,148,84,0
5,2,20,9,136,66,4,4,6489.24,5,2,20,9,135,65,0
5,2,19,8,128,59,4,2,11254.76,5,2,22,13,152,91,0
5,2,22,13,152,91,9,7,189.27,5,2,22,12,147,82,0
5,2,22,12,150,87,4,3,39267.33,5,2,22,12,152,90,0
5,2,22,13,152,91,7,4,257.33,5,2,22,13,151,90,0
5,2,22,12,147,83,3,3,1391.1,5,2,21,10,143,70,0
5,2,22,12,150,84,6,4,4932.11,5,2,21,10,139,69,0
5,2,22,12,151,88,1,1,23940.56,5,2,19,8,131,61,0
5,2,22,13,149,88,9,5,60.0,5,2,22,13,147,86,0
5,2,21,11,145,83,4,3,483.76,5,2,19,9,128,64,0
5,2,22,13,151,90,4,2,12.0,5,2,22,13,150,89,0
5,2,20,10,138,76,7,6,2.0,5,2,21,11,145,83,0
5,2,22,13,151,90,5,4,2470.6,5,2,22,12,151,86,0
5,2,22,13,152,91,6,5,981.79,5,2,22,11,150,78,0
5,2,22,13,152,91,11,11,436.01,5,2,22,13,152,91,0
5,2,22,13,152,91,7,6,12.21,5,2,22,13,152,91,0
5,2,22,12,151,89,4,3,1000.35,5,2,22,12,151,89,0
5,2,21,12,139,78,2,2,12861.55,5,2,21,11,144,82,0
5,2,22,13,152,91,4,3,6.04,5,2,22,13,152,91,0
5,1,22,7,151,48,3,1,168167.01,5,2,22,13,151,90,0
5,2,22,11,151,81,1,1,20315.25,5,2,18,7,123,53,0
5,2,22,11,151,81,5,5,544.3,5,2,22,11,151,81,0
5,2,22,13,146,85,4,3,1145.43,5,2,22,12,146,79,0
5,2,22,12,149,87,2,2,8114.21,5,2,21,10,142,72,0
5,2,22,13,152,91,2,3,1606.47,5,2,21,10,145,72,0
5,2,20,9,136,64,5,5,108.24,5,2,20,9,135,61,0
5,2,19,10,130,69,3,3,2262.46,4,1,17,8,113,52,0
5,2,22,13,152,91,7,6,747.01,5,2,20,10,137,71,0
5,2,22,13,148,87,4,3,147.43,5,2,22,12,146,82,0
5,2,22,13,149,88,7,5,46.15,5,2,22,13,147,86,0
5,2,22,13,152,91,3,2,16609.55,5,2,22,13,152,91,0
5,2,22,12,152,88,9,6,49568.91,5,2,22,12,152,86,0
5,2,18,8,122,55,4,4,17083.62,3,0,12,2,77,15,0
5,2,21,10,143,73,4,3,96.94,5,2,21,10,140,70,0
5,2,22,12,151,89,13,10,4273.42,5,2,22,12,151,89,0
5,2,22,12,147,81,2,2,57152.77,5,2,21,11,143,75,0
5,2,22,13,152,91,3,2,658.14,5,2,22,12,150,88,0
5,2,21,11,144,77,4,3,100.94,5,2,21,11,144,77,0
5,2,22,13,149,88,3,3,178.19,5,2,22,13,150,89,0
5,2,22,13,148,87,8,7,50.16,5,2,22,10,152,72,0
5,2,22,13,152,91,8,4,822.58,5,2,22,11,151,82,0
5,2,22,11,152,79,3,3,526.69,5,2,22,11,146,71,0
5,2,21,11,143,76,3,2,10078.85,5,2,21,11,143,78,0
5,2,22,12,150,86,3,3,5718.97,5,2,19,8,131,60,0
5,2,22,13,151,90,1,1,195.28,5,2,22,12,152,88,0
5,2,22,13,152,91,4,3,3318.21,5,2,22,12,152,89,0
5,2,21,11,144,82,8,4,137.87,5,2,21,11,144,82,0
5,2,22,11,152,78,7,6,18.1,5,2,21,10,144,69,0
5,2,22,13,146,85,8,6,124.71,5,2,22,12,148,85,0
5,2,22,12,146,83,2,2,11112.95,5,2,20,9,137,62,0
5,2,22,12,152,84,11,5,69.99,5,2,22,12,150,86,0
5,2,22,11,148,79,1,1,4938.88,5,2,22,9,146,62,0
5,2,22,12,152,84,3,2,275.59,5,2,19,9,126,58,0
5,2,21,12,144,83,7,5,346.75,5,2,20,11,133,72,0
5,2,22,11,150,80,6,5,5559.02,5,2,22,12,152,90,0
5,2,22,12,152,90,1,1,15963.49,5,2,22,11,146,77,0
5,2,22,12,151,88,5,2,3947.0,5,2,22,11,146,76,0
4,0,17,3,116,20,4,2,598.58,5,2,22,13,152,91,0
5,2,22,11,152,78,7,5,405.3,5,2,21,11,144,77,0
5,2,22,13,151,90,41,20,112.05,5,2,21,11,143,79,0
5,2,21,11,143,75,4,4,1000.0,5,2,21,11,139,72,0
5,2,22,12,151,89,1,1,352.51,5,2,22,13,152,91,0
5,1,21,7,141,48,2,2,10809.81,5,1,18,3,123,20,0
5,2,22,12,147,82,7,4,2000.0,5,2,22,12,147,85,0
5,2,22,10,152,76,1,1,11955.15,5,2,21,8,145,61,0
5,2,22,13,152,91,8,7,36.5,5,2,22,12,152,90,0
5,2,22,13,152,91,3,2,5018.46,5,2,22,13,152,91,0
5,2,22,13,152,91,4,3,10810.48,4,1,16,6,106,44,0
5,2,22,10,152,71,6,5,5.18,5,2,22,10,151,74,0
5,2,22,12,152,87,7,5,32.63,5,2,22,11,151,79,0
5,2,22,13,151,90,6,5,387.32,5,2,22,12,151,89,0
5,2,20,10,134,66,1,1,3503.94,5,2,22,12,152,88,0
5,2,22,12,150,84,12,8,677.23,5,2,22,13,152,91,0
5,2,22,10,152,71,9,8,35014.34,5,2,22,11,152,77,0
5,2,21,11,140,74,1,1,22843.23,4,1,17,7,116,54,0
5,2,22,12,152,87,2,2,200.77,5,2,22,11,150,76,0
